1.4952,1.5079,1.5017,1.5098
1.4854,1.5051,1.4979,1.498
1.4975,1.497,1.5076,1.4987
1.5236,1.5029,1.5138,1.5022
1.5011,1.5082,1.5034,1.5059
1.5096,1.5124,1.4937,1.483
1.5124,1.4916,1.5001,1.5023
1.5012,1.4966,1.5038,1.503
1.5012,1.5008,1.5202,1.4961
1.498,1.4929,1.4963,1.5053
1.5028,1.4951,1.4984,1.493
1.5019,1.4923,1.5025,1.5028
1.4964,1.4975,1.4932,1.5045
1.4817,1.4941,1.4964,1.5081
1.5006,1.498,1.4964,1.5522
