0.33862,0.34073,0.33862,0.33862,0.46465,0.35333
0.33946,0.34009,0.33946,0.33946,0.37653,0.35676
0.34029,0.34068,0.34029,0.34029,0.36225,0.35463
0.33998,0.34016,0.33998,0.33998,0.35494,0.3513
0.34047,0.34058,0.34047,0.34047,0.35243,0.35031
0.33975,0.33979,0.33975,0.33975,0.34934,0.34804
0.33989,0.33997,0.33989,0.33989,0.34805,0.34719
0.34045,0.34058,0.34045,0.34045,0.34746,0.34685
0.33911,0.33906,0.33911,0.33911,0.3452,0.34475
0.34098,0.34089,0.34098,0.34098,0.34644,0.3461
0.33997,0.33994,0.33997,0.33997,0.34488,0.3446
0.34054,0.34057,0.34054,0.34054,0.34505,0.34482
0.34027,0.34026,0.34027,0.34027,0.34451,0.34431
0.34035,0.34043,0.34035,0.34035,0.34417,0.34404
0.33964,0.33976,0.33964,0.33964,0.34325,0.34312
0.34062,0.34075,0.34062,0.34062,0.34398,0.34386
0.34068,0.34069,0.34068,0.34068,0.34384,0.34374
0.34197,0.34195,0.34197,0.34197,0.34498,0.3449
0.34016,0.34022,0.34016,0.34016,0.34295,0.34287
0.3405,0.34047,0.3405,0.3405,0.34317,0.3431
0.34158,0.3417,0.34158,0.34158,0.34416,0.3441
0.34096,0.34099,0.34096,0.34096,0.34341,0.34335
0.34036,0.34044,0.34036,0.34036,0.34269,0.34263
0.34001,0.34007,0.34001,0.34001,0.34219,0.34214
0.33985,0.33986,0.33985,0.33985,0.34193,0.3419
0.34032,0.34023,0.34032,0.34032,0.34233,0.34229
0.33994,0.33984,0.33994,0.33994,0.34191,0.34187
0.34011,0.34011,0.34011,0.34011,0.34198,0.34195
0.33958,0.33966,0.33958,0.33958,0.3414,0.34137
0.34042,0.34046,0.34042,0.34042,0.3422,0.34218
0.33996,0.33993,0.33996,0.33996,0.34163,0.34159
0.34131,0.34136,0.34131,0.34131,0.34303,0.343
0.33966,0.33967,0.33966,0.33966,0.34123,0.34121
0.33977,0.33984,0.33977,0.33977,0.34124,0.34122
0.3408,0.34083,0.3408,0.3408,0.34231,0.34229
0.34083,0.34091,0.34083,0.34083,0.34232,0.3423
0.3414,0.34136,0.3414,0.3414,0.34287,0.34285
0.33991,0.33989,0.33991,0.33991,0.34134,0.34133
0.34073,0.34072,0.34073,0.34073,0.34213,0.34212
0.33954,0.33951,0.33954,0.33954,0.34084,0.34082
0.33978,0.33982,0.33978,0.33978,0.34103,0.34102
0.34082,0.34085,0.34082,0.34082,0.34213,0.34212
0.33916,0.33917,0.33916,0.33916,0.34035,0.34033
0.34084,0.34078,0.34084,0.34084,0.34204,0.34202
0.3386,0.33856,0.3386,0.3386,0.33973,0.33973
0.34174,0.34176,0.34174,0.34174,0.3429,0.34288
0.34008,0.34007,0.34008,0.34008,0.34119,0.34118
0.34019,0.3402,0.34019,0.34019,0.34126,0.34126
0.34076,0.34069,0.34076,0.34076,0.34187,0.34186
0.34067,0.34079,0.34067,0.34067,0.34175,0.34174
0.34048,0.34053,0.34048,0.34048,0.34149,0.34148
0.34043,0.34037,0.34043,0.34043,0.34141,0.3414
0.34078,0.34082,0.34078,0.34078,0.34184,0.34182
0.33986,0.33987,0.33986,0.33986,0.34086,0.34085
0.34003,0.33998,0.34003,0.34003,0.341,0.34099
0.33986,0.33984,0.33986,0.33986,0.34079,0.34079
0.33962,0.3396,0.33962,0.33962,0.34053,0.34053
0.33998,0.34002,0.33998,0.33998,0.34089,0.34089
0.34039,0.34044,0.34039,0.34039,0.34126,0.34125
0.33934,0.3393,0.33934,0.33934,0.34022,0.34022
0.34075,0.34074,0.34075,0.34075,0.34159,0.34159
0.33989,0.33995,0.33989,0.33989,0.34073,0.34072
0.34061,0.3406,0.34061,0.34061,0.34142,0.34141
0.34072,0.34078,0.34072,0.34072,0.34158,0.34158
0.34123,0.34123,0.34123,0.34123,0.342,0.342
0.33944,0.33949,0.33944,0.33944,0.34024,0.34023
0.33985,0.33984,0.33985,0.33985,0.34058,0.34058
0.34129,0.34125,0.34129,0.34129,0.34208,0.34207
0.33956,0.33958,0.33956,0.33956,0.3403,0.3403
0.3395,0.33952,0.3395,0.3395,0.34026,0.34026
0.34001,0.34002,0.34001,0.34001,0.34074,0.34074
0.33974,0.3398,0.33974,0.33974,0.34046,0.34045
0.34068,0.34069,0.34068,0.34068,0.34139,0.34139
0.34023,0.34023,0.34023,0.34023,0.34093,0.34093
0.33966,0.33966,0.33966,0.33966,0.34037,0.34036
0.33996,0.33993,0.33996,0.33996,0.34065,0.34065
0.34014,0.34013,0.34014,0.34014,0.3408,0.34079
