0.33948,0.33948,0.33948,0.33948,0.34016,0.34016
0.34086,0.34084,0.34086,0.34086,0.34157,0.34157
0.34101,0.34103,0.34101,0.34101,0.34167,0.34167
0.33967,0.33967,0.33967,0.33967,0.3403,0.3403
0.34089,0.34089,0.34089,0.34089,0.34152,0.34152
0.34059,0.3406,0.34059,0.34059,0.34118,0.34118
0.34194,0.34197,0.34194,0.34194,0.34259,0.34259
0.34101,0.34096,0.34101,0.34101,0.34161,0.34161
0.33995,0.33994,0.33995,0.33995,0.34059,0.34059
0.34049,0.34049,0.34049,0.34049,0.3411,0.34109
0.33947,0.33948,0.33947,0.33947,0.34006,0.34006
0.34062,0.34053,0.34062,0.34062,0.3412,0.34119
0.33948,0.33948,0.33948,0.33948,0.34004,0.34004
0.33949,0.33948,0.33949,0.33949,0.34005,0.34005
0.34138,0.34137,0.34138,0.34138,0.34193,0.34193
0.34005,0.34006,0.34005,0.34005,0.34061,0.34061
0.33974,0.33971,0.33974,0.33974,0.34026,0.34026
0.34041,0.34039,0.34041,0.34041,0.34091,0.34091
0.33973,0.33968,0.33973,0.33973,0.34029,0.34028
0.34011,0.34012,0.34011,0.34011,0.34063,0.34063
0.34077,0.34076,0.34077,0.34077,0.34131,0.34131
0.34086,0.34086,0.34086,0.34086,0.3414,0.3414
0.33954,0.33954,0.33954,0.33954,0.34006,0.34005
