1.3576,1.3829,1.3874,1.3813,1.3486,1.3772,1.3815,1.3845,1.4515,1.3766
1.4057,1.3453,1.3915,1.3847,1.3387,1.348,1.4563,1.3653,1.463,1.3793
1.446,1.3461,1.3763,1.341,1.3531,1.3282,1.4664,1.3735,1.4494,1.3983
1.4729,1.3748,1.393,1.3005,1.3335,1.3327,1.5406,1.332,1.5071,1.3587
1.4151,1.373,1.432,1.3149,1.3562,1.3586,1.5058,1.3225,1.478,1.3193
1.4529,1.3811,1.4062,1.3424,1.3518,1.3621,1.5049,1.3207,1.5112,1.2999
1.439,1.3947,1.4091,1.3196,1.3647,1.3567,1.52,1.3554,1.4885,1.3318
1.4632,1.3748,1.3647,1.3347,1.3969,1.3853,1.5541,1.3257,1.5444,1.3201
1.4663,1.3487,1.3985,1.3403,1.4271,1.4435,1.49,1.3204,1.5157,1.3135
1.4693,1.3563,1.3809,1.3509,1.4646,1.4634,1.5454,1.2731,1.5345,1.3099
1.4031,1.3424,1.3818,1.4157,1.4813,1.4753,1.5923,1.2691,1.5801,1.336
1.3874,1.3416,1.4131,1.4116,1.4713,1.42,1.6318,1.271,1.6312,1.3018
1.3893,1.3312,1.4085,1.4096,1.4201,1.4405,1.6846,1.3564,1.6596,1.315
1.3752,1.3095,1.4218,1.3889,1.4651,1.4726,1.6572,1.3393,1.6626,1.3455
1.3381,1.366,1.4505,1.4411,1.4298,1.4847,1.6651,1.3555,1.5783,1.3154
1.3724,1.3902,1.4344,1.4424,1.4847,1.4997,1.6934,1.3445,1.5492,1.3148
1.3986,1.3716,1.3504,1.4397,1.4411,1.5082,1.7418,1.3297,1.5633,1.3437
1.3681,1.4083,1.3456,1.4069,1.4523,1.4457,1.6949,1.4298,1.6077,1.3568
1.3801,1.4082,1.3411,1.3406,1.445,1.4087,1.7918,1.4383,1.5871,1.3754
1.3358,1.4285,1.3721,1.3479,1.4717,1.4186,1.7682,1.354,1.5517,1.3816
1.4,1.439,1.3942,1.3298,1.4602,1.5065,1.8521,1.3642,1.5609,1.4004
1.4409,1.4574,1.4455,1.3464,1.4877,1.4804,1.9805,1.4297,1.5536,1.3746
1.4658,1.4371,1.4032,1.3562,1.5197,1.488,1.9737,1.4305,1.5286,1.4096
1.4904,1.4514,1.3777,1.3708,1.5239,1.4395,2.0695,1.4862,1.5645,1.4225
1.5086,1.5595,1.3601,1.4137,1.5208,1.4989,2.0732,1.4722,1.5362,1.4752
1.5261,1.5805,1.3899,1.462,1.5308,1.5112,2.0125,1.5067,1.5906,1.5016
1.5303,1.5753,1.3842,1.4727,1.5323,1.5115,1.8988,1.5764,1.5516,1.5366
1.5523,1.5992,1.3904,1.5166,1.5315,1.5373,1.9007,1.5261,1.5258,1.5528
1.4978,1.6368,1.3173,1.5,1.5039,1.4748,1.9351,1.4486,1.4947,1.5783
1.4485,1.6791,1.3273,1.5415,1.5841,1.4914,1.9662,1.5536,1.4022,1.5127
1.4417,1.6185,1.3709,1.5854,1.6248,1.4618,2.0706,1.6387,1.4033,1.5094
1.4906,1.6944,1.372,1.5564,1.6767,1.4513,2.0647,1.7247,1.4196,1.4892
1.4527,1.6791,1.3659,1.5571,1.6969,1.4307,2.1054,1.6704,1.4238,1.4596
1.4358,1.6412,1.3658,1.5358,1.7411,1.4194,2.014,1.7213,1.45,1.4907
1.4249,1.5644,1.4143,1.5284,1.7593,1.4568,1.8363,1.738,1.4524,1.5359
1.4667,1.5603,1.3938,1.5533,1.8095,1.5104,1.8356,1.7066,1.592,1.5347
1.4783,1.6008,1.4622,1.5715,1.7124,1.5743,1.9301,1.7777,1.6358,1.5967
1.4558,1.5469,1.5388,1.5248,1.8219,1.6026,1.9417,1.8963,1.6423,1.5581
1.4301,1.4831,1.5527,1.5055,1.8778,1.5716,2.0418,1.8745,1.7317,1.5208
1.4484,1.5912,1.464,1.5248,1.9048,1.643,2.0552,1.9252,1.6607,1.503
1.4454,1.6081,1.5464,1.599,2.0324,1.5819,2.0045,1.8985,1.6227,1.5099
1.4686,1.6245,1.4747,1.5548,2.0413,1.5579,2.084,1.8547,1.6446,1.5045
1.4706,1.5965,1.5472,1.5388,2.0199,1.597,2.0847,1.989,1.7088,1.5277
1.489,1.6185,1.5404,1.5502,2.0253,1.5407,1.9733,1.9317,1.6685,1.5251
1.4926,1.5488,1.5706,1.5455,1.9594,1.6177,1.9925,1.8753,1.6539,1.4906
1.4781,1.474,1.5931,1.5463,1.9893,1.6315,2.0203,1.9538,1.6314,1.5212
1.4776,1.4855,1.6421,1.5772,1.9795,1.6013,2.0832,1.9829,1.7256,1.5587
1.4679,1.5751,1.6919,1.6104,2.0504,1.6441,2.1859,2.0573,1.7952,1.5473
1.4656,1.6193,1.8644,1.6238,2.0714,1.6666,2.2312,2.0264,1.9413,1.5707
1.4756,1.724,1.9194,1.6043,2.0881,1.6165,2.3636,2.0054,1.9634,1.6275
1.4531,1.7391,1.8794,1.596,2.1182,1.6809,2.3221,2.0152,1.8336,1.6541
1.4656,1.7432,1.8729,1.5946,2.0573,1.7147,2.543,2.0269,2.0147,1.727
1.471,1.8062,1.7952,1.5604,2.0811,1.7473,2.4857,1.9549,2.0341,1.6931
1.472,1.7323,1.8396,1.5399,2.1084,1.829,2.5114,2.007,2.0601,1.7321
1.4905,1.8542,1.8475,1.5076,2.1372,1.852,2.674,2.0448,2.0901,1.7768
1.4708,1.8205,1.8063,1.5111,2.1474,1.8516,2.6756,2.028,2.0903,1.8138
1.4868,1.9325,1.9253,1.5015,2.132,1.7997,2.6866,1.965,2.2276,1.7503
1.4924,2.0284,1.9183,1.4798,2.1634,1.8114,2.6403,1.9274,2.2113,1.7381
1.4969,2.0924,2.0051,1.4592,2.1862,1.7787,2.6291,1.9649,2.2035,1.7942
1.4994,2.2596,2.0463,1.4443,2.1829,1.7665,2.6805,1.9419,2.2088,1.7689
1.5292,2.3143,2.0657,1.4706,2.1813,1.7046,2.5971,1.9602,2.2687,1.8029
1.5371,2.2034,2.0305,1.5076,2.133,1.7527,2.7621,2.1302,2.322,1.7975
1.5287,2.2594,2.1205,1.5672,2.1184,1.7708,2.6707,2.1213,2.3327,1.7718
1.5256,2.269,2.0647,1.6049,2.1254,1.8659,2.5043,2.0908,2.3357,1.8326
1.5195,2.1949,2.0507,1.5919,2.1256,1.9193,2.3313,2.1133,2.3656,1.7512
1.5464,2.1835,2.0044,1.5252,2.0783,1.9184,2.3524,2.1418,2.3284,1.7965
