1.3813,1.3873,1.3822,1.4125,1.3957,1.3939,1.4087,1.3975,1.3848,1.3912
1.3967,1.3838,1.3865,1.4132,1.3855,1.386,1.4085,1.3905,1.3884,1.3828
1.4084,1.3663,1.3987,1.4154,1.3864,1.3858,1.4187,1.3716,1.3923,1.3781
1.4155,1.3611,1.4016,1.4301,1.3778,1.4025,1.4066,1.3828,1.3966,1.387
1.3974,1.3523,1.402,1.4309,1.4068,1.393,1.4079,1.356,1.4043,1.3879
1.4089,1.3487,1.4213,1.4215,1.4221,1.405,1.4157,1.3564,1.3957,1.4133
1.4036,1.3526,1.4117,1.4416,1.4427,1.4262,1.3959,1.3567,1.3953,1.4406
1.4105,1.3434,1.422,1.4339,1.4415,1.4227,1.4116,1.3449,1.386,1.4318
1.4107,1.3307,1.4307,1.4319,1.4405,1.4345,1.4001,1.3474,1.388,1.4358
1.4109,1.3394,1.4499,1.42,1.4535,1.4387,1.3912,1.3653,1.404,1.4332
1.3896,1.3528,1.4479,1.4163,1.4427,1.4651,1.3887,1.3519,1.3949,1.4346
1.384,1.3631,1.4551,1.3992,1.4541,1.4611,1.3839,1.3863,1.3901,1.4631
1.3839,1.3628,1.4561,1.4168,1.4598,1.4534,1.403,1.3733,1.3844,1.4466
1.3784,1.3808,1.4603,1.4209,1.4358,1.449,1.3926,1.3941,1.3799,1.4531
1.3653,1.3821,1.4685,1.4388,1.4322,1.4551,1.415,1.4044,1.3614,1.4413
1.3761,1.3974,1.474,1.4324,1.4466,1.4322,1.4024,1.4027,1.3654,1.4481
1.3835,1.3871,1.4963,1.4415,1.456,1.4196,1.4242,1.401,1.3616,1.4589
1.3727,1.386,1.5061,1.4269,1.4678,1.413,1.418,1.3884,1.3638,1.4711
1.376,1.3791,1.495,1.4397,1.4767,1.4178,1.4241,1.3915,1.3687,1.4453
1.3589,1.3785,1.481,1.4489,1.4726,1.4191,1.4256,1.3883,1.3715,1.4407
1.3814,1.3749,1.479,1.4541,1.4842,1.415,1.4328,1.394,1.3774,1.4228
1.3942,1.3854,1.4725,1.44,1.5061,1.4083,1.4302,1.4026,1.3638,1.4168
1.4011,1.3908,1.4601,1.4457,1.5428,1.4234,1.4374,1.4056,1.356,1.4183
1.4081,1.3904,1.4648,1.4465,1.5293,1.4189,1.4325,1.4071,1.3617,1.4103
1.4128,1.415,1.4588,1.4492,1.5102,1.4082,1.4398,1.4047,1.3508,1.3927
1.4177,1.4379,1.44,1.4654,1.5117,1.3958,1.4506,1.4096,1.3623,1.4026
1.4181,1.4404,1.4461,1.4688,1.5005,1.3963,1.4859,1.4126,1.3661,1.4129
1.4246,1.4377,1.4332,1.4768,1.5049,1.3922,1.4869,1.4274,1.3615,1.4268
1.4027,1.43,1.4429,1.4918,1.5063,1.3993,1.49,1.4397,1.3582,1.4177
1.3826,1.4285,1.4352,1.4993,1.5002,1.3825,1.4828,1.4438,1.3505,1.4332
1.3786,1.4191,1.4445,1.5098,1.5227,1.3886,1.4823,1.4413,1.3483,1.4505
1.3971,1.4452,1.4541,1.5148,1.5218,1.4015,1.4962,1.4372,1.3488,1.4496
1.3833,1.4561,1.4493,1.5219,1.5062,1.4059,1.4875,1.4466,1.3515,1.4478
1.3761,1.4712,1.449,1.5309,1.5158,1.4077,1.5089,1.4455,1.3649,1.4581
1.3711,1.4729,1.4407,1.5386,1.5378,1.4045,1.5093,1.45,1.3556,1.5115
1.3865,1.4785,1.4345,1.5443,1.5627,1.4085,1.4983,1.4431,1.3644,1.5364
1.3897,1.4944,1.4039,1.5357,1.5543,1.415,1.4834,1.4459,1.3549,1.5075
1.3793,1.4913,1.3858,1.5349,1.581,1.4188,1.4759,1.4247,1.3324,1.4966
1.3658,1.4838,1.3988,1.5413,1.5777,1.4015,1.4745,1.4233,1.3329,1.5217
1.3729,1.4636,1.3872,1.5411,1.5593,1.393,1.4808,1.4083,1.3368,1.513
1.3695,1.4815,1.3844,1.5402,1.5681,1.3924,1.4671,1.4138,1.3324,1.5252
1.3804,1.4803,1.3649,1.5382,1.5689,1.3979,1.4716,1.396,1.3306,1.4943
1.3797,1.4929,1.3907,1.5282,1.5686,1.4028,1.4881,1.394,1.3276,1.4655
1.3881,1.5059,1.4066,1.5292,1.5746,1.4256,1.5044,1.409,1.3246,1.4319
1.3882,1.5137,1.4112,1.5167,1.5744,1.4018,1.508,1.4111,1.3294,1.4383
