1.3244,1.5909,1.3737,1.5118,1.3573,1.3791,1.415,1.526,1.5041,1.3987
1.4285,1.7794,1.473,1.5568,1.2902,1.315,1.4149,1.5047,1.4104,1.3989
1.5317,1.7794,1.415,1.595,1.3254,1.3275,1.4334,1.4991,1.3882,1.3184
1.6101,1.903,1.4916,1.5456,1.3389,1.3897,1.5107,1.4682,1.4433,1.2813
1.4789,1.7713,1.4987,1.4853,1.3295,1.3965,1.6577,1.418,1.4844,1.316
1.5694,1.785,1.4547,1.6121,1.3478,1.4232,1.6617,1.3188,1.5325,1.308
1.551,1.7892,1.386,1.6278,1.3312,1.462,1.7187,1.3724,1.7346,1.3963
1.6156,1.7321,1.396,1.4692,1.2245,1.428,1.8152,1.4991,1.7691,1.3285
1.6344,1.6783,1.3529,1.4663,1.2225,1.3847,1.8899,1.5631,1.6858,1.4034
1.6528,1.6074,1.3609,1.5267,1.2741,1.4105,1.9607,1.7442,1.8088,1.4292
1.5064,1.6049,1.2914,1.4457,1.336,1.3935,1.8012,1.7883,1.8544,1.4596
1.4772,1.7255,1.3357,1.5644,1.3671,1.4014,2.0363,1.8088,1.7196,1.4744
1.4919,1.6248,1.3575,1.6653,1.385,1.3924,2.0029,1.9664,1.8306,1.5729
1.4728,1.5915,1.365,1.7576,1.4708,1.3556,1.8876,1.8101,1.6396,1.5252
1.4037,1.5732,1.4356,1.9293,1.5143,1.5071,1.6693,2.1086,1.7414,1.498
1.4859,1.681,1.3728,2.1436,1.4823,1.5779,1.666,2.0366,1.776,1.4661
1.5598,1.7224,1.429,2.183,1.4689,1.5404,1.7921,2.3181,1.8984,1.5577
1.5046,1.6853,1.453,2.7085,1.4438,1.6377,1.639,2.5787,2.0501,1.5448
1.5408,1.6563,1.4735,2.7005,1.4322,1.649,1.4678,2.7486,2.0012,1.766
1.4732,1.7056,1.487,2.3284,1.4672,1.7057,1.7706,3.1452,2.0719,1.7393
1.4968,1.7309,1.5105,2.3675,1.4907,1.7335,1.8003,3.1967,2.1065,1.7678
