0.3,0.3,0.3,0.3,0.3,0.3,0.3
0.2968,0.17177,0.2968,0.2968,0.17177,0.2968,0.17177
0.2936,0.1686,0.16933,0.16933,0.1686,0.45162,0.1686
0.44765,0.076143,0.28943,0.16617,0.16543,0.44838,0.16543
0.44442,0.018933,0.44248,0.163,0.16227,0.44514,0.28429
0.44118,0.012567,0.43925,0.072338,0.1591,0.63178,0.15985
0.28259,0.0085578,0.43601,0.069195,0.15594,0.6285,0.070213
0.27939,0.0061345,0.43278,0.066053,0.15278,0.62522,0.067071
0.2762,0.0047151,0.42955,0.062912,0.14961,0.43367,0.014318
0.15375,0.0039017,0.42631,0.059772,0.26327,0.27656,0.0096422
0.15059,0.045567,0.60925,0.13618,0.26008,0.27337,0.0067811
0.26457,0.042431,0.60597,0.13302,0.25689,0.27017,0.0050902
0.26138,0.039296,0.60269,0.12986,0.2537,0.26698,0.0041153
0.14266,0.002576,0.41489,0.1267,0.13695,0.26379,0.0035622
0.1395,0.0027034,0.41167,0.12355,0.13379,0.2606,0.0032515
0.13634,0.0027737,0.25896,0.12039,0.13064,0.25741,0.003078
0.13318,0.0028127,0.14086,0.11724,0.23767,0.40248,0.0029814
0.052657,0.0028342,0.057624,0.11408,0.12514,0.39926,0.0029278
0.0076762,0.0028461,0.054485,0.11093,0.23018,0.39603,0.002898
0.054201,0.0028528,0.051346,0.21055,0.22699,0.39281,0.0028815
0.0083391,0.0028564,0.048209,0.20738,0.11735,0.38959,0.0028723
0.0060049,0.0028584,0.045072,0.2042,0.1142,0.38637,0.0028673
0.0046403,0.0028596,0.041936,0.20102,0.11105,0.38315,0.0028645
0.0038592,0.0028602,0.10787,0.33073,0.10789,0.37992,0.0028629
0.003418,0.0028605,0.10472,0.32753,0.10474,0.55336,0.002862
0.0031709,0.0028607,0.20187,0.4895,0.10159,0.5501,0.0028616
0.0030331,0.0028608,0.33182,0.68457,0.098441,0.54683,0.0028613
0.0029565,0.0028609,0.32861,0.48347,0.095292,0.54357,0.0028612
0.0029139,0.0028609,0.32541,0.67742,0.092144,0.54031,0.0028611
0.0028903,0.0028609,0.3222,0.67413,0.02769,0.36326,0.002861
0.0028772,0.002861,0.319,0.47468,0.018342,0.36005,0.002861
0.00287,0.002861,0.31579,0.47144,0.012187,0.21818,0.002861
0.002866,0.002861,0.31259,0.46819,0.0083245,0.215,0.002861
0.0028637,0.002861,0.30939,0.30438,0.0059963,0.3487,0.042361
0.0028625,0.002861,0.30618,0.17511,0.0046353,0.20932,0.039226
0.0028618,0.002861,0.30298,0.29703,0.0038564,0.20614,0.036092
0.0028614,0.002861,0.29978,0.29383,0.045439,0.20296,0.032958
0.0028612,0.002861,0.29658,0.29063,0.042303,0.19979,0.00067206
0.0028611,0.002861,0.29338,0.28744,0.039168,0.19661,0.0016686
0.002861,0.002861,0.29019,0.28424,0.036034,0.19344,0.0022061
0.002861,0.002861,0.28699,0.28104,0.0329,0.093355,0.0024998
0.002861,0.042361,0.28379,0.27785,0.029767,0.090208,0.0026614
0.002861,0.039226,0.2806,0.27466,0.019749,0.08706,0.0027505
0.002861,0.036092,0.43149,0.27146,0.013093,0.083914,0.0027998
0.042361,0.032958,0.61545,0.15019,0.0088819,0.17218,0.0028271
0.039226,0.029825,0.42552,0.14703,0.006327,0.16902,0.0028422
0.036092,0.019788,0.6083,0.14387,0.051446,0.28902,0.0028506
0.032958,0.013119,0.60502,0.059591,0.048308,0.16343,0.042326
0.00067206,0.0088978,0.8204,0.010751,0.11821,0.072626,0.039191
0.0016686,0.056513,1.069,0.0074492,0.22064,0.01711,0.036056
0.0022061,0.053375,1.0656,0.0054806,0.21746,0.069937,0.032923
0.0024998,0.050237,1.0622,0.0043387,0.21428,0.066795,0.092663
0.0026614,0.0066638,1.0588,0.0036883,0.34778,0.14687,0.089515
0.0027505,0.005022,0.80522,0.0033221,0.34457,0.14371,0.18028
