0.83672,0.89244,0.83612,0.8374,1.3189,0.4862
0.87037,0.90642,0.86555,0.86764,1.2888,0.49249
0.88226,0.9177,0.87805,0.87999,1.1777,0.51871
0.88621,0.92762,0.87639,0.88741,1.1038,0.53753
0.88934,0.93962,0.88311,0.89231,1.079,0.55009
0.8898,0.94771,0.88717,0.89047,1.0364,0.56343
0.8919,0.95468,0.88458,0.89325,1.0215,0.5743
0.89266,0.96217,0.88822,0.88851,1.0014,0.58753
0.89535,0.96618,0.88965,0.88145,0.99455,0.59727
0.89065,0.96915,0.88662,0.89158,0.97824,0.60295
0.88644,0.97557,0.88973,0.88468,0.96899,0.61155
0.88414,0.97896,0.8948,0.89079,0.96782,0.61769
0.88839,0.98099,0.89472,0.89129,0.95218,0.62418
0.88838,0.98299,0.88775,0.89224,0.95334,0.62428
0.89032,0.98455,0.89094,0.893224,0.94748,0.63125
