1.307,1.3604,1.6839,1.3788,1.3748,1.2486,1.5694,1.3346,1.3521,1.3883
1.4503,1.2772,1.9908,1.7445,1.5207,1.2444,1.6441,1.575,1.2692,1.4084
1.6092,1.2702,1.9973,1.4927,1.4471,1.3105,1.7107,1.8307,1.3249,1.5321
1.7391,1.2866,2.2095,1.4767,1.5603,1.3664,1.643,1.8902,1.3534,1.7382
1.5534,1.2356,2.0005,1.3451,1.5816,1.3836,1.5646,2.3242,1.3486,1.8409
1.687,1.4079,2.0362,1.5054,1.5326,1.2543,1.756,3.0146,1.3835,1.5365
1.676,1.3573,2.0598,1.4589,1.4518,1.3565,1.791,3.2038,1.3705,1.5761
1.7804,1.2865,1.9972,1.3514,1.4796,1.38,1.5666,3.7647,1.2484,1.5763
1.8219,1.2948,1.9587,1.3401,1.4343,1.398,1.5768,3.7313,1.2586,1.5218
1.8626,1.27,1.8877,1.3449,1.4593,1.4533,1.6656,3.1378,1.332,1.596
1.9054,1.3023,1.936,1.38,1.4971,1.4889,1.7069,3.1992,1.3656,1.6348
