0.3,0.3,0.3,0.3,0.3
0.18625,0.18625,0.18625,0.18625,0.18625
0.12539,0.12539,0.12539,0.12539,1.7658
0.10359,0.10359,0.10359,0.10359,4.8453
0.10416,0.10416,0.10416,0.10416,10.317
0.11662,0.11662,0.11662,0.11662,3.5224
0.13514,0.13514,0.13514,0.13514,2.1912
0.15663,0.15663,0.15663,0.15663,1.3206
0.17948,0.17948,0.17948,0.17948,0.80646
0.20283,0.20283,0.20283,0.20283,7.7113
0.22628,0.22628,0.22628,0.22628,18.564
0.24959,0.24959,0.24959,0.24959,16.768
7.5196,0.27265,0.27265,0.27265,14.918
4.5071,0.29543,0.29543,0.29543,31.096
2.6232,0.31789,0.31789,0.31789,27.98
1.5425,0.34003,0.34003,0.34003,8.2128
0.96834,0.36185,0.36185,0.36185,4.8116
0.68275,0.38335,0.38335,0.38335,2.7567
0.55034,0.40453,0.40453,0.40453,1.6145
0.49576,11.715,0.42541,0.42541,1.0237
0.47969,6.7781,0.44598,0.44598,0.73612
0.48231,3.8086,0.46626,0.46626,0.60523
0.49385,2.1667,0.48625,0.48625,0.55224
0.50953,1.323,0.50595,0.50595,0.53708
0.52705,0.91424,0.52537,0.52537,0.53997
0.54531,0.72716,0.54453,0.54453,0.55133
0.56377,0.64841,0.56341,0.56341,0.56657
0.5822,0.62132,0.58203,0.58203,0.58349
0.60048,0.61845,0.6004,0.6004,16.74
0.61855,0.62676,0.61852,0.61852,9.2365
0.6364,0.64014,0.63639,0.63639,4.9589
0.65402,0.65571,0.65402,0.65402,2.719
0.67141,0.67217,0.67141,0.67141,25.282
0.68857,0.68891,0.68857,0.68857,19.155
0.7055,0.70565,0.7055,0.7055,10.285
0.72221,0.72228,0.72221,0.72221,5.3853
0.73871,0.73873,0.73871,0.73871,2.9018
0.75498,0.755,0.75498,0.75498,1.7274
0.77105,0.77105,0.77105,0.77105,1.2001
0.78691,0.78691,0.78691,0.78691,0.97402
0.80257,0.80257,0.80257,0.80257,23.813
0.81803,0.81803,0.81803,0.81803,57.277
0.83329,0.83329,0.83329,0.83329,43.587
0.84836,0.84836,0.84836,0.84836,32.253
0.86324,0.86324,0.86324,24.719,22.921
0.87794,0.87794,0.87794,60.424,11.566
0.89246,0.89246,0.89246,44.927,45.907
0.9068,26.097,0.9068,3.5976,3.9049
0.92096,63.477,0.92096,2.0626,2.1961
0.93496,46.424,26.997,1.4104,1.4666
0.94878,32.837,65.453,1.1446,1.1678
0.96244,16.287,47.344,1.0424,1.052
0.97593,7.8328,33.071,1.0084,28.811
0.98926,3.8998,16.2,1.0024,14
1.0024,2.1985,7.7153,1.0077,6.683
1.0155,1.4981,3.8284,1.0176,3.3806
1.0283,1.221,2.1708,1.0292,1.9859
1.041,1.1174,1.497,1.0414,1.4227
1.0536,1.0837,1.2337,1.0537,1.2042
1.066,1.0778,1.1366,1.0661,1.1251
31.679,1.0829,1.1058,1.0783,1.1013
14.739,1.0922,1.1011,1.0905,1.0994
6.7842,1.1032,1.1066,1.1025,1.1059
3.3733,1.1146,1.1159,1.1143,1.1157
2.0012,1.1262,1.1267,1.1261,1.1266
1.4719,1.1377,1.1379,1.1377,1.1379
1.2757,1.1492,1.1492,1.1492,1.1492
1.2081,1.1605,1.1605,1.1605,34.441
1.1895,1.1717,1.1717,1.1717,15.442
35.3,1.1828,1.1828,1.1828,6.8881
15.664,1.1938,1.1938,1.1938,3.3746
6.9245,1.2047,1.2047,1.2047,2.0182
3.3777,1.2154,1.2154,1.2154,1.5149
2.024,1.226,1.226,1.226,1.3354
1.5272,1.2365,1.2365,1.2365,1.2762
1.352,1.2469,37.406,1.2469,1.2612
1.2949,1.2572,16.081,1.2572,1.2624
38.328,38.118,66.023,1.2674,1.2692
16.309,88.779,116.33,1.2775,1.2781
6.9639,54.914,73.477,1.2874,1.2877
3.3501,23.54,124.75,39.163,1.2974
2.0329,75.652,78.212,16.401,1.3071
1.5703,45.161,46.86,6.9183,1.3167
1.4142,18.813,19.556,3.3184,1.3263
