0.0326,0.040686,0.048771
0.032673,0.040778,0.048883
0.032746,0.04087,0.048995
0.032817,0.040961,0.049105
0.032888,0.041051,0.049214
0.032958,0.04114,0.049322
0.033028,0.041228,0.049428
0.033097,0.041315,0.049534
0.033165,0.041402,0.049639
0.033232,0.041487,0.049742
0.033299,0.041572,0.049845
0.033365,0.041656,0.049947
0.033431,0.041739,0.050047
0.033496,0.041821,0.050147
0.03356,0.041903,0.050245
0.033624,0.041983,0.050343
0.033687,0.042063,0.050439
0.033749,0.042142,0.050535
0.033811,0.04222,0.050629
0.033872,0.042297,0.050723
0.033933,0.042374,0.050816
0.033993,0.04245,0.050907
0.034052,0.042525,0.050998
0.034111,0.0426,0.051088
0.034169,0.042673,0.051177
0.034227,0.042746,0.051265
0.034284,0.042818,0.051353
0.03434,0.04289,0.051439
0.034396,0.04296,0.051525
0.034452,0.04303,0.051609
0.034507,0.0431,0.051693
0.034561,0.043168,0.051776
0.034615,0.043236,0.051858
0.034668,0.043304,0.051939
0.034721,0.04337,0.05202
0.034773,0.043436,0.0521
0.034825,0.043502,0.052178
0.034876,0.043566,0.052257
0.034927,0.04363,0.052334
0.034977,0.043694,0.05241
0.035027,0.043756,0.052486
0.035076,0.043819,0.052561
0.035125,0.04388,0.052635
0.035173,0.043941,0.052709
0.035221,0.044001,0.052782
0.035268,0.044061,0.052854
0.035315,0.04412,0.052925
0.035361,0.044179,0.052996
0.035407,0.044236,0.053066
0.035453,0.044294,0.053135
0.035498,0.044351,0.053203
0.035543,0.044407,0.053271
0.035587,0.044462,0.053338
0.03563,0.044518,0.053405
0.035674,0.044572,0.053471
0.035717,0.044626,0.053536
0.035759,0.04468,0.0536
0.035801,0.044733,0.053664
0.035843,0.044785,0.053727
0.035884,0.044837,0.05379
0.035925,0.044888,0.053852
0.035965,0.044939,0.053913
0.036005,0.044989,0.053974
0.036045,0.045039,0.054034
0.036084,0.045089,0.054093
0.036123,0.045138,0.054152
0.036161,0.045186,0.054211
0.036199,0.045234,0.054268
0.036237,0.045281,0.054326
0.036274,0.045328,0.054382
0.036311,0.045375,0.054438
0.036348,0.045421,0.054494
0.036384,0.045466,0.054549
0.03642,0.045511,0.054603
0.036455,0.045556,0.054657
0.036491,0.0456,0.05471
0.036525,0.045644,0.054763
0.03656,0.045687,0.054815
0.036594,0.04573,0.054867
0.036628,0.045773,0.054918
0.036661,0.045815,0.054969
0.036694,0.045856,0.055019
0.036727,0.045898,0.055068
0.03676,0.045939,0.055118
0.036792,0.045979,0.055166
0.036824,0.046019,0.055214
0.036855,0.046059,0.055262
0.036886,0.046098,0.055309
0.036917,0.046137,0.055356
0.036948,0.046175,0.055402
0.036978,0.046213,0.055448
0.037008,0.046251,0.055494
0.037038,0.046288,0.055538
0.037067,0.046325,0.055583
0.037096,0.046362,0.055627
0.037125,0.046398,0.055671
0.037154,0.046434,0.055714
0.037182,0.046469,0.055756
0.03721,0.046504,0.055799
0.037237,0.046539,0.055841
0.037265,0.046573,0.055882
0.037292,0.046608,0.055923
0.037319,0.046641,0.055964
0.037346,0.046675,0.056004
0.037372,0.046708,0.056044
0.037398,0.046741,0.056083
0.037424,0.046773,0.056122
0.037449,0.046805,0.056161
0.037475,0.046837,0.056199
0.0375,0.046868,0.056237
0.037525,0.0469,0.056274
0.037549,0.04693,0.056312
0.037574,0.046961,0.056348
0.037598,0.046991,0.056385
0.037621,0.047021,0.056421
0.037645,0.047051,0.056456
0.037668,0.04708,0.056492
0.037692,0.047109,0.056527
0.037715,0.047138,0.056561
0.037737,0.047166,0.056596
0.03776,0.047195,0.056629
0.037782,0.047223,0.056663
0.037804,0.04725,0.056696
0.037826,0.047278,0.056729
0.037847,0.047305,0.056762
0.037869,0.047331,0.056794
0.03789,0.047358,0.056826
0.037911,0.047384,0.056858
0.037932,0.04741,0.056889
0.037952,0.047436,0.05692
0.037973,0.047462,0.056951
0.037993,0.047487,0.056981
0.038013,0.047512,0.057011
0.038032,0.047537,0.057041
0.038052,0.047561,0.05707
0.038071,0.047585,0.057099
0.03809,0.047609,0.057128
0.038109,0.047633,0.057157
0.038128,0.047657,0.057185
0.038147,0.04768,0.057213
0.038165,0.047703,0.057241
0.038183,0.047726,0.057269
0.038201,0.047749,0.057296
0.038219,0.047771,0.057323
0.038237,0.047793,0.057349
0.038255,0.047815,0.057376
0.038272,0.047837,0.057402
0.038289,0.047858,0.057428
0.038306,0.04788,0.057453
0.038323,0.047901,0.057479
0.03834,0.047922,0.057504
0.038356,0.047942,0.057529
0.038372,0.047963,0.057553
0.038389,0.047983,0.057578
0.038405,0.048003,0.057602
0.03842,0.048023,0.057626
0.038436,0.048043,0.057649
0.038452,0.048062,0.057673
0.038467,0.048081,0.057696
0.038482,0.048101,0.057719
0.038497,0.048119,0.057742
0.038512,0.048138,0.057764
0.038527,0.048157,0.057786
0.038542,0.048175,0.057808
0.038556,0.048193,0.05783
0.038571,0.048211,0.057852
0.038585,0.048229,0.057873
0.038599,0.048247,0.057894
0.038613,0.048264,0.057915
0.038627,0.048281,0.057936
0.03864,0.048298,0.057957
0.038654,0.048315,0.057977
0.038667,0.048332,0.057997
0.03868,0.048349,0.058017
0.038693,0.048365,0.058037
0.038706,0.048381,0.058056
0.038719,0.048398,0.058076
0.038732,0.048413,0.058095
0.038745,0.048429,0.058114
0.038757,0.048445,0.058133
0.038769,0.04846,0.058151
0.038782,0.048476,0.05817
0.038794,0.048491,0.058188
0.038806,0.048506,0.058206
0.038818,0.048521,0.058224
0.038829,0.048535,0.058241
0.038841,0.04855,0.058259
0.038853,0.048564,0.058276
0.038864,0.048579,0.058293
0.038875,0.048593,0.05831
0.038886,0.048607,0.058327
0.038898,0.048621,0.058344
0.038909,0.048634,0.05836
0.038919,0.048648,0.058377
0.03893,0.048662,0.058393
0.038941,0.048675,0.058409
0.038951,0.048688,0.058425
0.038962,0.048701,0.05844
0.038972,0.048714,0.058456
0.038982,0.048727,0.058471
0.038992,0.048739,0.058487
0.039002,0.048752,0.058502
0.039012,0.048764,0.058517
0.039022,0.048777,0.058531
0.039032,0.048789,0.058546
0.039041,0.048801,0.05856
0.039051,0.048813,0.058575
0.03906,0.048825,0.058589
0.03907,0.048836,0.058603
0.039079,0.048848,0.058617
0.039088,0.048859,0.058631
0.039097,0.048871,0.058644
0.039106,0.048882,0.058658
0.039115,0.048893,0.058671
0.039124,0.048904,0.058684
0.039133,0.048915,0.058697
0.039141,0.048926,0.05871
0.03915,0.048937,0.058723
0.039158,0.048947,0.058736
0.039167,0.048958,0.058749
0.039175,0.048968,0.058761
0.039183,0.048978,0.058773
0.039191,0.048988,0.058786
0.039199,0.048998,0.058798
0.039207,0.049008,0.05881
0.039215,0.049018,0.058821
0.039223,0.049028,0.058833
0.039231,0.049038,0.058845
0.039238,0.049047,0.058856
0.039246,0.049057,0.058868
0.039253,0.049066,0.058879
0.039261,0.049075,0.05889
0.039268,0.049085,0.058901
0.039275,0.049094,0.058912
0.039283,0.049103,0.058923
0.03929,0.049112,0.058934
0.039297,0.049121,0.058944
0.039304,0.049129,0.058955
0.039311,0.049138,0.058965
0.039318,0.049147,0.058975
0.039324,0.049155,0.058986
0.039331,0.049163,0.058996
0.039338,0.049172,0.059006
0.039344,0.04918,0.059016
0.039351,0.049188,0.059025
0.039357,0.049196,0.059035
0.039364,0.049204,0.059045
0.03937,0.049212,0.059054
0.039376,0.04922,0.059064
0.039382,0.049228,0.059073
0.039389,0.049235,0.059082
0.039395,0.049243,0.059091
0.039401,0.049251,0.0591
0.039407,0.049258,0.059109
0.039413,0.049265,0.059118
0.039418,0.049273,0.059127
0.039424,0.04928,0.059136
0.03943,0.049287,0.059144
0.039436,0.049294,0.059153
0.039441,0.049301,0.059161
0.039447,0.049308,0.05917
0.039452,0.049315,0.059178
0.039458,0.049322,0.059186
0.039463,0.049329,0.059194
0.039468,0.049335,0.059202
0.039474,0.049342,0.05921
0.039479,0.049348,0.059218
0.039484,0.049355,0.059226
0.039489,0.049361,0.059233
0.039494,0.049368,0.059241
0.039499,0.049374,0.059249
0.039504,0.04938,0.059256
0.039509,0.049386,0.059264
