0.0165,0.0165,0.0165
0.016021,0.016833,0.017646
0.016014,0.017163,0.018312
0.016083,0.01749,0.018897
0.016189,0.017814,0.019438
0.016317,0.018134,0.01995
0.016461,0.018451,0.020441
0.016616,0.018765,0.020914
0.016779,0.019076,0.021372
0.016948,0.019383,0.021819
0.017121,0.019688,0.022255
0.017298,0.01999,0.022681
0.017478,0.020288,0.023099
0.01766,0.020584,0.023508
0.017843,0.020876,0.02391
0.018027,0.021166,0.024305
0.018213,0.021453,0.024694
0.018398,0.021737,0.025076
0.018584,0.022018,0.025453
0.01877,0.022297,0.025824
0.018956,0.022573,0.026189
0.019141,0.022845,0.02655
0.019326,0.023116,0.026905
0.019511,0.023383,0.027256
0.019694,0.023648,0.027602
0.019877,0.02391,0.027943
0.02006,0.02417,0.02828
0.020241,0.024427,0.028613
0.020421,0.024681,0.028941
0.020601,0.024933,0.029266
0.020779,0.025183,0.029586
0.020956,0.02543,0.029903
0.021133,0.025674,0.030215
0.021308,0.025916,0.030524
0.021482,0.026156,0.03083
0.021654,0.026393,0.031132
0.021826,0.026628,0.03143
0.021996,0.02686,0.031725
0.022165,0.027091,0.032016
0.022333,0.027319,0.032305
0.022499,0.027544,0.03259
0.022664,0.027768,0.032871
0.022828,0.027989,0.03315
0.022991,0.028208,0.033425
0.023152,0.028425,0.033698
0.023312,0.028639,0.033967
0.023471,0.028852,0.034233
0.023628,0.029062,0.034497
0.023784,0.029271,0.034757
0.023939,0.029477,0.035015
0.024093,0.029681,0.03527
0.024245,0.029883,0.035522
0.024396,0.030084,0.035771
0.024545,0.030282,0.036018
0.024694,0.030478,0.036262
0.024841,0.030672,0.036504
0.024986,0.030864,0.036743
0.025131,0.031055,0.036979
0.025274,0.031243,0.037213
0.025416,0.03143,0.037444
0.025557,0.031615,0.037673
0.025696,0.031798,0.037899
0.025834,0.031979,0.038123
0.025971,0.032158,0.038345
0.026107,0.032336,0.038564
0.026242,0.032511,0.038781
0.026375,0.032685,0.038996
0.026507,0.032858,0.039209
0.026638,0.033028,0.039419
0.026767,0.033197,0.039627
0.026896,0.033364,0.039833
0.027023,0.03353,0.040037
0.027149,0.033694,0.040238
0.027274,0.033856,0.040438
0.027398,0.034017,0.040635
0.027521,0.034176,0.040831
0.027642,0.034333,0.041024
0.027763,0.034489,0.041216
0.027882,0.034643,0.041405
0.028,0.034796,0.041592
0.028117,0.034947,0.041778
0.028233,0.035097,0.041961
0.028348,0.035246,0.042143
0.028462,0.035392,0.042323
0.028574,0.035538,0.042501
0.028686,0.035682,0.042677
0.028797,0.035824,0.042851
0.028906,0.035965,0.043024
0.029015,0.036105,0.043195
0.029122,0.036243,0.043364
0.029229,0.03638,0.043531
0.029334,0.036515,0.043697
0.029439,0.03665,0.043861
0.029542,0.036782,0.044023
0.029645,0.036914,0.044183
0.029746,0.037044,0.044342
0.029847,0.037173,0.0445
0.029946,0.037301,0.044655
0.030045,0.037427,0.044809
0.030143,0.037552,0.044962
0.030239,0.037676,0.045113
0.030335,0.037799,0.045262
0.03043,0.03792,0.04541
0.030524,0.03804,0.045557
0.030617,0.038159,0.045701
0.030709,0.038277,0.045845
0.030801,0.038394,0.045987
0.030891,0.038509,0.046127
0.030981,0.038624,0.046267
0.031069,0.038737,0.046404
0.031157,0.038849,0.046541
0.031244,0.03896,0.046675
0.03133,0.03907,0.046809
0.031416,0.039178,0.046941
0.0315,0.039286,0.047072
0.031584,0.039393,0.047202
0.031667,0.039498,0.04733
0.031749,0.039603,0.047457
0.03183,0.039706,0.047582
0.03191,0.039809,0.047707
0.03199,0.03991,0.04783
0.032069,0.04001,0.047952
0.032147,0.04011,0.048072
0.032225,0.040208,0.048192
0.032301,0.040306,0.04831
0.032377,0.040402,0.048427
0.032452,0.040498,0.048543
0.032527,0.040592,0.048657
