1.307,1.3604,1.6839,1.3788,1.3748,1.2486,1.5694,1.3346,1.3521,1.3883
1.4722,1.2766,1.9843,1.7317,1.5232,1.2377,1.6436,1.5689,1.2708,1.4064
1.6478,1.2682,1.9923,1.4928,1.4502,1.309,1.7097,1.8144,1.3262,1.5469
1.788,1.2771,2.2021,1.4808,1.5617,1.3664,1.6479,1.8734,1.3538,1.7806
1.5759,1.1935,2.0009,1.364,1.5843,1.3828,1.5794,2.2835,1.3475,1.8913
1.7184,1.4099,2.0356,1.5284,1.5381,1.2535,1.7529,2.9248,1.3821,1.5432
1.7057,1.3375,2.0594,1.4792,1.4633,1.3477,1.7898,3.1049,1.3674,1.5818
1.8098,1.2335,2.0026,1.3582,1.4931,1.3733,1.587,3.6257,1.2318,1.5725
1.8527,1.2322,1.9832,1.3421,1.4655,1.3962,1.5997,3.6029,1.2374,1.497
1.8952,1.1922,1.9344,1.3489,1.4966,1.4503,1.6809,3.0607,1.3139,1.5764
1.9394,1.2221,1.984,1.3835,1.5355,1.4857,1.7232,3.1233,1.3471,1.6128
